name,source_ref,source_pool,decision,tier,category,relevance_score,quality_score,freshness_score,stability_score,uniqueness_score,ai_density_score,ai_density_estimate,marketing_risk,marketing_penalty,shallow_content_penalty,commercial_content_ratio,commercial_commentary_penalty,generic_tech_ratio,generic_tech_penalty,source_dependency_risk,final_score,exclusion_reason,keep_or_drop_reason
The Rundown AI(@TheRundownAI),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
Nick St. Pierre(@nickfloats),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Monica_IM(@hey_im_monica),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Fireworks AI(@FireworksAI_HQ),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
meng shao(@shao__meng),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Jan Leike(@janleike),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Richard Socher(@RichardSocher),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Gary Marcus(@GaryMarcus),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Adam D'Angelo(@adamdangelo),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Suhail(@Suhail),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
AI产品黄叔(@PMbackttfuture),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
GitHub(@github),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
idoubi(@idoubicc),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Claude(@claudeai),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
Martin Fowler(@martinfowler),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Viking(@vikingmute),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Geek(@geekbb),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Tw93(@HiTw93),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Yangyi(@Yangyixxxx),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
hidecloud(@hidecloud),temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
人人都是产品经理,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
腾讯技术工程,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阿里技术,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阿里云开发者,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
大淘宝技术,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
新智元,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
腾讯云开发者,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
前端早读课,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Founder Park,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
歸藏的AI工具箱,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
腾讯科技,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
InfoQ,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
赛博禅心,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
数字生命卡兹克,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
十字路口Crossing,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
极客公园,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
京东技术,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Web3天空之城,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI前线,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
51CTO技术栈,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
稀土掘金技术社区,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
dbaplus社群,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
深思圈,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
海外独角兽,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
谷歌开发者,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
笔记侠,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
月之暗面 Kimi,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
腾讯研究院,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
浮之静,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
甲子光年,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Z Potentials,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
DeepSeek,https://x.com/deepseek_ai,curated_ai_sources,keep,S,official,10,9,8,8,10,10,high,low,0,0,0.0,0,0.0,0,4,9.2,,推理模型、开源权重与低成本 API 生态的官方源。
Jina AI,https://x.com/JinaAI_,curated_ai_sources,keep,B,technical_share,8,8,8,8,8,8,high,low,1,1,0.0,0,0.0,0,4,7.5,,Embedding、Reranker、多模态检索和 AI 基础设施实践源。
Datawhale,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
向阳乔木推荐看,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
语言即世界language is world,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Dify,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
智谱,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
通义实验室,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
百度文心,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
腾讯混元,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
智东西,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AGENT橘,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
大模型智能,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI炼金术,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI科技评论,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
山行AI,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
土猛的员外,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
DeeplearningAI,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
机器之心SOTA模型,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阶跃星辰,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
字节跳动Seed,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI寒武纪,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
MiniMax 稀宇科技,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
花叔,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AINLP,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
硅基观察Pro,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
李继刚,https://x.com/lijigang_com,curated_ai_sources,keep,B,industry_leader,8,8,8,8,8,8,high,low,1,1,0.0,0,0.1,1,4,7.4,,Prompt、模型边界和中文 AI 实践的高密度个人源。
沃垠AI,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
袋鼠帝AI客栈,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI科技大本营,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
卡尔的AI沃茨,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阿真Irene,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
优设,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
体验进阶,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
超人的电话亭,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Clip设计夹,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI产品黄叔,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
强少来了,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
小米技术,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
